fid,agency_cd,site_no,station_nm,dec_lat_va,dec_long_v,coord_acy_,dec_coord_,state_cd,alt_va,alt_acy_va,alt_datum_,REGION,DIVISION,STATEFP,STATENS,GEOID,STUSPS,NAME,LSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"3727",USGS,"6803500","Salt Creek at 27th Street at Lincoln, Nebr.",40.84666667,-96.6816667,S,NAD83,"31",1113.9,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3728",USGS,"6803502","Deadmans Run at 38th Street at Lincoln, Nebr.",40.83536389,-96.6655583,S,NAD83,"31",1126.1,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3729",USGS,"6803510","Little Salt Creek near Lincoln, Nebr.",40.89305556,-96.6816667,S,NAD83,"31",1114.73,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3730",USGS,"6803513","Salt Creek at 70th Street at Lincoln, Nebr.",40.8861114,-96.6241795,M,NAD83,"31",1095.85,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3731",USGS,"6803520","Stevens Creek near Lincoln, Nebr.",40.85694448,-96.5952902,S,NAD83,"31",1123.57,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3732",USGS,"6803530","Rock Creek near Ceresco, Nebr.",41.0158333,-96.5441667,S,NAD83,"31",1104.18,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3733",USGS,"6803555","Salt Creek at Greenwood, Nebr.",40.96555556,-96.4544444,S,NAD83,"31",1066.14,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3734",USGS,"6804000","Wahoo Creek at Ithaca, Nebr.",41.1475,-96.5377778,S,NAD83,"31",1110.48,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3735",USGS,"6804700","Wahoo Creek at Ashland, Nebr.",41.0536111,-96.3677778,S,NAD83,"31",1048.77,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3736",USGS,"6805000","Salt Creek Near Ashland, Nebr.",41.05166667,-96.3386111,S,NAD83,"31",1042.04,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3737",USGS,"6805020","Platte River at South Bend, Nebr.",40.9993361,-96.2308972,"1",NAD83,"31",1025,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3738",USGS,"6805500","Platte River at Louisville, Nebr.",41.01527778,-96.1577778,S,NAD83,"31",1007.1,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3739",USGS,"6805570","Platte River at La Platte, Nebr.",41.0578611,-95.928,S,NAD83,"31",955,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3740",USGS,"6806500","Weeping Water Creek at Union, Nebr.",40.79416667,-95.9113889,S,NAD83,"31",926.72,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3741",USGS,"6807000","Missouri River at Nebraska City, NE",40.681946,-95.846946,F,NAD83,"31",905.61,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3742",USGS,"6810070","Missouri River at Brownville, NE",40.39888889,-95.6533333,S,NAD83,"31",859.95,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3743",USGS,"6811500","Little Nemaha River at Auburn, Nebr.",40.39277778,-95.8127778,S,NAD83,"31",889.87,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3744",USGS,"6813500","Missouri River at Rulo, NE",40.05363889,-95.4224167,"1",NAD83,"31",838.16,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3745",USGS,"6814500","North Fork Big Nemaha River at Humboldt, Nebr.",40.15694485,-95.9447206,S,NAD83,"31",941.44,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3746",USGS,"6815000","Big Nemaha River at Falls City, Nebr.",40.0355577,-95.5960957,S,NAD83,"31",858.24,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3747",USGS,"6821500","Arikaree River at Haigler, Nebr.",40.02916667,-101.9675,S,NAD83,"31",3250.98,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3748",USGS,"6823000",North Fork Republican River at Colorado-Nebraska,40.06943516,-102.0512979,S,NAD83,"31",3336.09,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3749",USGS,"6823500","Buffalo Creek near Haigler, Nebr.",40.03944444,-101.8666667,S,NAD83,"31",3189,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3750",USGS,"6824000","Rock Creek at Parks, Nebr.",40.0422222,-101.7280556,S,NAD83,"31",3093.35,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3751",USGS,"6824500","Republican River at Benkelman, Nebr.",40.03444444,-101.5427778,S,NAD83,"31",2975.34,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3752",USGS,"6827500","South Fork Republican River near Benkelman, Nebr.",40.01027778,-101.5419444,S,NAD83,"31",2989.91,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3753",USGS,"6828500","Republican River at Stratton, Nebr.",40.14055556,-101.2297222,S,NAD83,"31",2775.49,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3754",USGS,"6834000","Frenchman Creek at Palisade, Nebr.",40.35166667,-101.1236111,S,NAD83,"31",2743.49,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3755",USGS,"6835500","Frenchman Creek at Culbertson, Nebr.",40.2347215,-100.8782139,S,NAD83,"31",2583.44,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3756",USGS,"6836500","Driftwood Creek near McCook, Nebr.",40.14583655,-100.6732083,S,NAD83,"31",2502.78,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3757",USGS,"6837000","Republican River at McCook, Nebr.",40.18777778,-100.6186111,S,NAD83,"31",2456.37,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3758",USGS,"6838000","Red Willow Creek near Red Willow, Nebr.",40.2347222,-100.5008333,S,NAD83,"31",2398.64,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3759",USGS,"6843500","Republican River at Cambridge, Nebr.",40.28444444,-100.1436111,S,NAD83,"31",2239.07,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3760",USGS,"6844500","Republican River near Orleans, Nebr.",40.13166667,-99.5025,S,NAD83,"31",1972.57,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3761",USGS,"6845110","SAPPA C NR LYLE, KS",40.0016726,-99.9929055,M,NAD83,"20",2223.14,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3762",USGS,"6847000","Beaver Creek near Beaver City, Nebr.",40.1200068,-99.8934566,S,NAD83,"31",2164.84,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3763",USGS,"6847500","Sappa Creek near Stamford, Nebr.",40.1183333,-99.5169444,S,NAD83,"31",1966.53,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3764",USGS,"6852500",Courtland Canal at Nebraska-Kansas Stateline,40.0041807,-98.1322678,S,NAD83,"31",1612.46,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3765",USGS,"6853020","Republican River at Guide Rock, Nebr.",40.06416667,-98.3308333,S,NAD83,"31",1616.15,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3766",USGS,"6880800","West Fork Big Blue River near Dorchester, Nebr.",40.7311177,-97.1775413,F,NAD83,"31",1403.48,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3767",USGS,"6881000","Big Blue River near Crete, Nebr.",40.59666667,-96.9605556,S,NAD83,"31",1311.7,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3768",USGS,"6881380","Turkey Creek near DeWitt, Nebr.",40.3672222,-96.8894444,S,NAD83,"31",1253.8,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3769",USGS,"6881430","Cub Creek near Beatrice, Nebr.",40.29166746,-96.8341939,F,NAD83,"31",,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3770",USGS,"6882000","Big Blue River at Barneston, Nebr.",40.0447222,-96.5872222,S,NAD83,"31",1162.2,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3771",USGS,"6883000","Little Blue River near Deweese, Nebr.",40.3325,-98.0669444,S,NAD83,"31",1630.67,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3772",USGS,"6883530","Little Blue River at County Line nr Deshler, Nebr.",40.21502778,-97.8206222,"1",NAD83,"31",1528,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3773",USGS,"6884000","Little Blue River near Fairbury, Nebr.",40.1464722,-97.2007222,"1",NAD83,"31",1298.25,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"3774",USGS,"413054100220201","South Loup R bl N Fk S Loup R at Hoagland, Nebr",41.515,-100.3672222,S,NAD83,"31",2813,,,"2","4","31","01779792","31",NE,Nebraska,"00",G4000,A,"198957965731","1370523694","+41.5433014","-099.8118616"
"6694",USGS,"2110400","BUCK CREEK NEAR LONGS, SC",33.953505,-78.71973988,S,NAD83,"45",5.3,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6695",USGS,"2110500","WACCAMAW RIVER NEAR LONGS, SC",33.9126719,-78.7150175,R,NAD83,"45",5.28,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6696",USGS,"2110550","WACCAMAW RIVER ABOVE CONWAY, SC",33.8508333,-78.8972222,S,NAD83,"45",0,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6697",USGS,"2110701","CRABTREE SWAMP AT CONWAY, SC",33.86100349,-79.0411471,S,NAD83,"45",10,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6698",USGS,"2110704","WACCAMAW RIVER AT CONWAY MARINA AT CONWAY, SC",33.8329481,-79.0436473,R,NAD83,"45",-5.06,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6699",USGS,"2110725","AIW AT HIGHWAY 544 AT SOCASTEE, SC",33.6871151,-79.0047569,U,NAD83,"45",10.9,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6700",USGS,"2110777","AIW AT HIGHWAY 9 AT NIXONS CROSSROADS, SC",33.8515612,-78.6558483,R,NAD83,"45",-11.72,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6701",USGS,"2110802","WACCAMAW RIVER AT BUCKSPORT, SC",33.64905837,-79.09420639,U,NAD83,"45",-14.36,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6702",USGS,"21108125","WACCAMAW RIVER NEAR PAWLEYS ISLAND, SC",33.50655724,-79.1269867,F,NAD83,"45",-4.5,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6703",USGS,"2110815","WACCAMAW R NR HAGLEY LAND. NR PAWLEYS ISLAND, SC",33.44461245,-79.1739341,U,NAD83,"45",-14.14,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6704",USGS,"2130000","PEE DEE RIVER AT CHERAW, SC",34.70848979,-79.8761747,F,NAD83,"45",56.92,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6705",USGS,"2130561","PEE DEE RIVER NR BENNETTSVILLE, SC",34.60626798,-79.7883963,F,NAD83,"45",0,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6706",USGS,"2130700","PEEDEE RIVER AT US15 AT SOCIETY HILL,SC",34.52555556,-79.8327778,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6707",USGS,"2130810","PEEDEE RIVER NEAR FLORENCE,SC",34.30027778,-79.6344444,S,NAD83,"45",0,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6708",USGS,"2130840","BLACK CREEK BELOW CHESTERFIELD, SC",34.6633333,-80.2116667,F,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6709",USGS,"2130900","BLACK CREEK NEAR MCBEE, SC",34.51404244,-80.1831244,U,NAD83,"45",224.72,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6710",USGS,"2130910","BLACK CREEK NEAR HARTSVILLE, SC",34.39737618,-80.149791,U,NAD83,"45",177.48,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6711",USGS,"2130930","BLACK CREEK AT US52 NEAR DOVESVILLE,SC",34.38666667,-79.90388889,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6712",USGS,"2130980","BLACK CREEK NEAR QUINBY, SC",34.24376518,-79.7447833,R,NAD83,"45",170,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6713",USGS,"2131000","PEE DEE RIVER AT PEEDEE, SC",34.20432518,-79.5483896,U,NAD83,"45",23.54,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6714",USGS,"2131010","PEE DEE RIVER BELOW PEE DEE, SC",34.15738145,-79.5533904,R,NAD83,"45",14.29,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6715",USGS,"21313485","BUFFALO CREEK AT MT PISGAH, SC",34.5822222,-80.4569444,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6716",USGS,"2131452","LITTLE LYNCHES RIVER ABOVE KERSHAW, SC",34.5858333,-80.5805556,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6717",USGS,"2131455","LITTLE LYNCHES RIVER NEAR KERSHAW, SC",34.5512656,-80.5464611,U,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6718",USGS,"2131472","HANGING ROCK CREEK NR KERSHAW, SC",34.51626465,-80.5828514,U,NAD83,"45",345,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6719",USGS,"2131500","LYNCHES RIVER NEAR BISHOPVILLE, SC",34.2501545,-80.2136816,U,NAD83,"45",155.59,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6720",USGS,"2131510","LYNCHES RIVER AT I-95, ABOVE OLANTA,SC",34.03819444,-79.98613889,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6721",USGS,"2132000","LYNCHES RIVER AT EFFINGHAM, SC",34.05154846,-79.7539545,U,NAD83,"45",58.49,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6722",USGS,"2132715","LITTLE PEEDEE RIVER NEAR NICHOLS,SC",34.20694444,-79.1725,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6723",USGS,"2134900","LUMBER RIVER AT NICHOLS,SC",34.22599744,-79.1342051,F,NAD83,"45",28.38,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6724",USGS,"2135000","LITTLE PEE DEE R. AT GALIVANTS FERRY, SC",34.05710829,-79.2469897,U,NAD83,"45",23.95,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6725",USGS,"2135100","LITTLE PEE DEE RIVER NEAR CONWAY,SC",33.83388889,-79.2519444,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6726",USGS,"2135200","PEE DEE RIVER AT HWY 701 NR BUCKSPORT, SC",33.6610024,-79.1544874,U,NAD83,"45",-7.92,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6727",USGS,"2135501","BLACK RIVER AT I-95, NEAR MANNING,SC",33.83388889,-80.1315833,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6728",USGS,"21355015","TEARCOAT BRANCH AT I-95, NEAR MANNING,SC",33.81302778,-80.1516111,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6729",USGS,"2135615","POCOTALIGO RIVER AT I-95, ABOVE MANNING,SC",33.72963889,-80.2201944,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6730",USGS,"2136000","BLACK RIVER AT KINGSTREE, SC",33.66127545,-79.83590448,U,NAD83,"45",25.66,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6731",USGS,"2136030","BLACK RIVER NEAR ANDREWS,SC",33.49044467,-79.54561819,S,NAD83,"45",-17.23,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6732",USGS,"2136350",PEEDEE RIVER AT GEORGETOWN S C,33.36933396,-79.2636617,U,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6733",USGS,"2136361","TURKEY CREEK NEAR MARYVILLE, SC",33.32850037,-79.3381102,U,NAD83,"45",5,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6734",USGS,"21457492","ALLISON CREEK AT RD 114 NEAR YORK, SC",35.065,-81.1383333,R,NAD83,"45",575,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6735",USGS,"2145910","CATAWBA RIVER BL LAKE WYLIE DAM FEWELL ISLAND, SC",35.01641944,-81.00156389,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6736",USGS,"21459367","BIG DUTCHMAN CREEK AT ROCK HILL, SC",34.9868083,-81.00833889,S,NAD83,"45",499.74,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6737",USGS,"2146000","CATAWBA RIVER NEAR ROCK HILL, SC",34.98486935,-80.9739658,U,NAD83,"45",485.82,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6738",USGS,"2146110","MANCHESTER CREEK AT ROCK HILL, SC",34.94444444,-80.9797222,S,NAD83,"45",508.9,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6739",USGS,"214676115","MCALPINE CREEK AT SR2964 NR CAMP COX, SC",35.0408333,-80.8916667,S,NAD83,"45",496.95,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6740",USGS,"2146800","SUGAR CREEK NEAR FORT MILL, SC",35.0059812,-80.9022968,U,NAD83,"45",479.01,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6741",USGS,"2147020","CATAWBA RIVER BELOW CATAWBA, SC",34.83625705,-80.879518,U,NAD83,"45",442,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6742",USGS,"2147310","CATAWBA RIVER AT GREAT FALLS,SC",34.59805556,-80.8905556,S,NAD83,"45",0,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6743",USGS,"21473415","FISHING CREEK @ HWY 5 BELOW YORK, SC",34.975,-81.18,R,NAD83,"45",579.33,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6744",USGS,"21473426","TOOLS FORK CREEK NEAR ROCK HILL, SC",34.95653054,-81.1061882,F,NAD83,"45",566.52,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6745",USGS,"21473428","WILDCAT CREEK BELOW ROCK HILL, SC",34.88927778,-81.0686944,C,NAD83,"45",507.35,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6746",USGS,"21473470","SOUTH FORK FISHING CREEK BELOW McCONNELLS,SC",34.81516667,-81.1302778,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6747",USGS,"2147403","FISHING CREEK BELOW FORT LAWN, SC",34.6368105,-80.9273011,R,NAD83,"45",370,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6748",USGS,"21474095","GREAT FALLS RESERVOIR TAILRACE AT GREAT FALLS,SC",34.5579783,-80.8931627,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6749",USGS,"2147500","ROCKY CREEK AT GREAT FALLS, SC",34.5654221,-80.9198025,S,NAD83,"45",297,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6750",USGS,"2147505","CEDAR CREEK RES. TAILRACE BELOW GREAT FALLS,SC",34.5411111,-80.8752778,S,NAD83,"45",270,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6751",USGS,"2147659","DUTCHMANS CREEK NEAR WINNSBORO, SC",34.36794444,-80.9546667,S,NAD83,"45",,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6752",USGS,"2147801","LAKE WATEREE TAILRACE ABOVE CAMDEN, SC",34.33542657,-80.7020242,F,NAD83,"45",145,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6753",USGS,"2148000","WATEREE RIVER NR. CAMDEN, SC",34.24459385,-80.6539697,S,NAD83,"45",115.36,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6754",USGS,"2148315","WATEREE R. BL EASTOVER, SC",33.82848933,-80.6203645,U,NAD83,"45",77.43,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6755",USGS,"2153051","GASTON SHOALS RESERVOIR ABOVE BLACKSBURG, SC",35.13762807,-81.5978723,U,NAD83,"45",508.08,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6756",USGS,"2153200","BROAD RIVER NEAR BLACKSBURG, SC",35.12401728,-81.58787199,R,NAD83,"45",545.75,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6757",USGS,"2153525","BROAD RIVER BELOW CHEROKEE FALLS,SC",35.05194444,-81.5258333,S,NAD83,"45",510,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
"6758",USGS,"2153551","BROAD RIVER BELOW NINETYNINE ISLAND RESERVOIR,SC",35.0312419,-81.492591,F,NAD83,"45",405,,,"3","5","45","01779799","45",SC,South Carolina,"00",G4000,A,"77862731483","5071381300","+33.8741776","-080.8542639"
